name,ab_hours,ab_minutes,audiobook_length_(minutes),author,author_gender,completed_record,cost,count_complete,created_time,dashboard_stats_link,fanfic,finished,format,genre,genre_link,goodreads_link,id,lgbt,last_edited,narrator_(old),narrators,poc_author?,page_count,physical_copy_owned,publisher,rating,reread,series,source,spice,status,trope,word_count,ya
Daisy Jones and the Six [reread],9.0,3.0,543,Taylor Jenkins Reid,Female,Yes,,1,"April 5, 2023 9:31 PM","Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21), Rereads (https://www.notion.so/Rereads-4ce64269181543abb2a1d2bf1369527d?pvs=21)",NO,"April 5, 2023",Audiobook,Historical Fiction,Historical Fiction (https://www.notion.so/Historical-Fiction-a59d551510254b15ac80a7dbb0d217a7?pvs=21),https://www.goodreads.com/book/show/40597810-daisy-jones-the-six,LIB-250,NO,"October 16, 2025 1:43 PM","Benjamin Bratt, Jennifer Beals, Judy Greer, Pablo Schreiber","Jennifer Beals (https://www.notion.so/Jennifer-Beals-28e8d7a063c980939853d4baa43930a1?pvs=21), Pablo Schreiber (https://www.notion.so/Pablo-Schreiber-28e8d7a063c98051b419d0c6e13374cb?pvs=21), Judy Greer (https://www.notion.so/Judy-Greer-28e8d7a063c980ef86f1f9d5c2d1d0f9?pvs=21), Benjamin Bratt (https://www.notion.so/Benjamin-Bratt-28e8d7a063c9800cb8cbc3ed5028af76?pvs=21)",NO,355.0,,"Books on Tape, Random House Audio",9.3,YES,,Libby,🌶,Complete,"Coworkers/Workplace, Forbidden Love",90262.0,NO
Catching Fire (#2),,,0,Suzanne Collins,Female,Yes,$14.99,1,"April 14, 2023 11:10 PM","Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21), Rereads (https://www.notion.so/Rereads-4ce64269181543abb2a1d2bf1369527d?pvs=21)",NO,"April 14, 2023","Audiobook, Ebook",Dystopia,Dystopia (https://www.notion.so/Dystopia-7b16496e3d424a6b8c1e6f6b1d0444f9?pvs=21),https://www.goodreads.com/book/show/6148028-catching-fire?ref=nav_sb_ss_1_9,LIB-251,NO,"October 16, 2025 2:02 PM",Tatiana Maslany,Tatiana Maslany (https://www.notion.so/Tatiana-Maslany-28e8d7a063c9802ba9a8e6533638c3ef?pvs=21),NO,391.0,NO,Scholastic Inc.,7.3,YES,Hunger Games,Libby,🌶,Complete,Love Triangle,105459.0,YES
Infamous,10.0,55.0,655,Lex Croucher,Female,Yes,$16.99,1,"April 17, 2023 2:48 PM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"April 17, 2023",Audiobook,Historical Romance,Historical Romance (https://www.notion.so/Historical-Romance-d352b36d2b9e47ab9b242bdfcca440a8?pvs=21),https://www.goodreads.com/book/show/60784559,LIB-252,YES,"October 16, 2025 1:38 PM",Ellie Kendrick,Ellie Kendrick (https://www.notion.so/Ellie-Kendrick-28e8d7a063c98082a32cf842a69ee5b4?pvs=21),NO,336.0,NO,Macmillan Audio,6.2,NO,,Libby,🌶,Complete,"Forbidden Love, Friends to Lovers, Love Triangle",103106.0,NO
Not the Plan,,,0,Gia De Cadenet,Female,Yes,$17.00,1,"April 17, 2023 7:34 PM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"April 17, 2023",Ebook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/61103073,LIB-253,NO,"July 17, 2024 8:35 PM",,,YES,320.0,NO,,7.9,NO,,Libby,🌶🌶🌶,Complete,"Coworkers/Workplace, Love at first sight",92095.0,NO
Wicked Beauty (#3),,,0,Katee Robert,Female,Yes,$15.99,1,"April 20, 2023 10:57 PM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"April 20, 2023",Ebook,PWP,PWP (https://www.notion.so/PWP-3c0267439535497d86e9f37a9eabd2e9?pvs=21),https://www.goodreads.com/book/show/58945351,LIB-255,YES,"July 17, 2024 8:36 PM",,,NO,402.0,NO,,6.8,NO,Dark Olympus,Libby,🌶🌶🌶🌶,Complete,Forbidden Love,105769.0,NO
Highly Suspicious and Unfairly Cute,,,0,Talia Hibbert,,,$13.99,0,"April 20, 2023 11:06 PM",DNF (https://www.notion.so/DNF-27e859d35ceb47ac9c08b31d22496b07?pvs=21),,"April 28, 2023",Audiobook,,,https://www.goodreads.com/book/show/57370115-highly-suspicious-and-unfairly-cute?ac=1&from_search=true&qid=FqaHI2NCyR&rank=1,LIB-256,,"July 17, 2024 8:35 PM",,,,,NO,,,,,Libby,,DNF,,,
The Fine Print,11.0,8.0,668,Lauren Asher,Female,Yes,$17.99,1,"April 20, 2023 11:07 PM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"April 28, 2023",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/74045390-the-fine-print?ref=nav_sb_noss_l_14,LIB-257,NO,"October 16, 2025 10:17 AM","Aiden Snow, Desiree Ketchum","Aiden Snow (https://www.notion.so/Aiden-Snow-28e8d7a063c9807ca74ee61785c0c530?pvs=21), Desiree Ketchum (https://www.notion.so/Desiree-Ketchum-28e8d7a063c980b6bae7c700cf7f0cde?pvs=21)",NO,448.0,NO,"Tantor Audio, Tantor Media Inc",5.2,NO,,Libby,🌶🌶🌶🌶,Complete,"Coworkers/Workplace, Enemies/Rivals to Lovers, Power Dynamic, Rich Boyfriend, Third Act Breakup",102426.0,NO
Rebel,,,0,Helen Hardt,,,$16.99,0,"April 20, 2023 11:08 PM",DNF (https://www.notion.so/DNF-27e859d35ceb47ac9c08b31d22496b07?pvs=21),,"April 23, 2023",,,,https://www.goodreads.com/book/show/51006760-rebel?ref=nav_sb_ss_1_16,LIB-258,,"July 17, 2024 8:35 PM",,,,,NO,,,,,Libby,,DNF,,,
Mockingjay (#3),11.0,19.0,679,Suzanne Collins,Female,Yes,$14.99,1,"April 20, 2023 11:11 PM","Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21), Rereads (https://www.notion.so/Rereads-4ce64269181543abb2a1d2bf1369527d?pvs=21)",NO,"May 8, 2023",Audiobook,Dystopia,Dystopia (https://www.notion.so/Dystopia-7b16496e3d424a6b8c1e6f6b1d0444f9?pvs=21),https://www.goodreads.com/book/show/7260188-mockingjay?ref=nav_sb_noss_l_10,LIB-259,NO,"October 16, 2025 2:02 PM",Tatiana Maslany,Tatiana Maslany (https://www.notion.so/Tatiana-Maslany-28e8d7a063c9802ba9a8e6533638c3ef?pvs=21),NO,398.0,NO,Scholastic Inc.,8.2,YES,Hunger Games,Libby,❌,Complete,Love Triangle,100893.0,YES
Radiant Sin (#4),,,0,Katee Robert,Female,Yes,$16.99,1,"April 23, 2023 5:11 PM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"April 23, 2023",Ebook,PWP,PWP (https://www.notion.so/PWP-3c0267439535497d86e9f37a9eabd2e9?pvs=21),https://www.goodreads.com/book/show/60478017,LIB-260,NO,"July 17, 2024 8:35 PM",,,NO,345.0,NO,,6.9,NO,Dark Olympus,Libby,🌶🌶🌶,Complete,"Coworkers/Workplace, One Bed",93722.0,NO
The Nanny,,,0,Lana Ferguson,Female,Yes,$17.00,1,"April 23, 2023 11:21 PM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"April 23, 2023",Ebook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/61530932,LIB-261,NO,"July 17, 2024 8:36 PM",,,NO,432.0,NO,,8.3,NO,,Libby,🌶🌶🌶🌶,Complete,"Coworkers/Workplace, Second Chance, Third Act Breakup",115854.0,NO
Just Not That Into Billionaires (#6),,,0,Annika Martin,Female,Yes,$15.99,1,"April 24, 2023 10:58 PM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"April 25, 2023",Ebook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/57401644,LIB-262,NO,"July 17, 2024 8:35 PM",,,NO,262.0,NO,,7.6,NO,Billionaires of Manhattan,Libby,🌶🌶,Complete,"Enemies/Rivals to Lovers, Fake Relationship, Rich Boyfriend",69584.0,NO
Most Eligible Billionaire (#1),,,0,Annika Martin,Female,Yes,$16.99,1,"April 25, 2023 1:18 PM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"April 27, 2023",Ebook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/55590890,LIB-263,NO,"July 17, 2024 8:36 PM",,,NO,304.0,NO,,6.5,NO,Billionaires of Manhattan,Library Genesis,🌶🌶,Complete,"Enemies/Rivals to Lovers, Rich Boyfriend, Third Act Breakup",82711.0,NO
Happy Place,11.0,3.0,663,Emily Henry,Female,Yes,$19.00,1,"April 26, 2023 9:30 AM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"April 26, 2023",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/61718053-happy-place?ref=nav_sb_ss_1_11,LIB-264,NO,"October 16, 2025 1:46 PM",Julia Whelan,Julia Whelan (https://www.notion.so/Julia-Whelan-28e8d7a063c980f784c4fcafe38face3?pvs=21),NO,400.0,NO,Books on Tape,9.6,NO,,Libby,🌶🌶,Complete,"Fake Relationship, Forced Proximity/Shared Goal, Misunderstanding, Second Chance",100282.0,NO
The Billionaire’s Wake Up Call Girl (#2),,,0,Annika Martin,Female,Yes,$16.99,1,"April 27, 2023 7:23 PM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"April 27, 2023",Ebook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/55538972,LIB-265,NO,"July 17, 2024 8:36 PM",,,NO,299.0,NO,,5.6,NO,Billionaires of Manhattan,Library Genesis,🌶🌶🌶,Complete,Rich Boyfriend,84806.0,NO
The Fixer Upper,,,0,Lauren Forsythe,Female,Yes,$17.00,1,"April 29, 2023 11:35 PM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"April 29, 2023",Ebook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/59576004,LIB-266,NO,"July 17, 2024 8:35 PM",,,NO,304.0,NO,,6.2,NO,,Libby,❌,Complete,Second Chance,89506.0,NO
Hot Under His Collar,7.0,41.0,461,Andie J Christopher,Female,Yes,$22.00,1,"April 30, 2023 12:59 PM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"April 30, 2023",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/56024301,LIB-267,NO,"October 16, 2025 2:02 PM",Teddy Hamilton/Andrew Eiden,Teddy Hamilton / Andrew Eiden (https://www.notion.so/Teddy-Hamilton-Andrew-Eiden-28e8d7a063c9809faa32d9e9d549ac23?pvs=21),NO,304.0,NO,"Books on Tape, Penguin Audio",4.2,NO,,Libby,🌶,Complete,Forbidden Love,79102.0,NO
Not Here to Stay Friends,,,0,Kaitlyn Hill,Female,Yes,$12.99,1,"April 30, 2023 9:59 PM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"April 30, 2023",Ebook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/57634979-not-here-to-stay-friends?from_search=true&from_srp=true&qid=B8kk7RIMeh&rank=2,LIB-268,NO,"July 17, 2024 8:36 PM",,,NO,352.0,NO,,6.7,NO,,Library Genesis,❌,Complete,Friends to Lovers,84403.0,YES
Funny You Should Ask,,,0,Elissa Sussman,Female,Yes,$17.00,1,"May 2, 2023 10:04 AM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"May 2, 2023",Ebook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/58065414-funny-you-should-ask?ac=1&from_search=true&qid=PViNKY741B&rank=1,LIB-270,NO,"July 17, 2024 8:35 PM",,,NO,352.0,NO,,8.2,NO,,Libby,🌶,Complete,Second Chance,83759.0,NO
Just My Type,,,0,Falon Ballard,Female,Yes,$17.00,1,"May 2, 2023 10:06 AM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"May 3, 2023",Ebook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),goodreads.com/book/show/61069157-just-my-type?ref=nav_sb_noss_l_12,LIB-271,NO,"July 17, 2024 8:35 PM",,,NO,368.0,NO,,7.4,NO,,Libby,🌶,Complete,"Author/Writer, Coworkers/Workplace, Forced Proximity/Shared Goal, Second Chance",86144.0,NO
Best Served Hot,,,0,Amanda Elliot,Female,Yes,$17.00,1,"May 2, 2023 10:13 AM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"May 28, 2023","Audiobook, Ebook",Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/61053817-best-served-hot,LIB-272,NO,"October 16, 2025 10:21 AM",Anna Caputo,Anna Caputo (https://www.notion.so/Anna-Caputo-28e8d7a063c9809ca02ece488ba3fc47?pvs=21),NO,352.0,NO,Books on Tape,6.9,NO,,Libby,🌶,Complete,"Enemies/Rivals to Lovers, Forced Proximity/Shared Goal, Misunderstanding",90310.0,NO
Divergent (#1),11.0,12.0,672,Veronica Roth,Female,Yes,$16.99,1,"May 4, 2023 10:34 AM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"May 6, 2023",Ebook,Dystopia,Dystopia (https://www.notion.so/Dystopia-7b16496e3d424a6b8c1e6f6b1d0444f9?pvs=21),https://www.goodreads.com/book/show/13335037-divergent?ac=1&from_search=true&qid=7K2k885OZL&rank=1,LIB-273,NO,"July 17, 2024 8:33 PM",,,NO,487.0,NO,,7.2,YES,Divergent,Libby,❌,Complete,,106506.0,YES
Insurgent (#2),11.0,22.0,682,Veronica Roth,Female,Yes,$15.99,1,"May 9, 2023 2:44 PM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"May 21, 2023",Audiobook,Dystopia,Dystopia (https://www.notion.so/Dystopia-7b16496e3d424a6b8c1e6f6b1d0444f9?pvs=21),https://www.goodreads.com/book/show/11735983-insurgent?ac=1&from_search=true&qid=eWQZ02FVHZ&rank=1,LIB-274,NO,"October 16, 2025 1:39 PM",Emma Galvin,Emma Galvin (https://www.notion.so/Emma-Galvin-28e8d7a063c980f5a0f6cc581b236d90?pvs=21),NO,525.0,NO,Katherine Tegen Books,7.2,YES,Divergent,Libby,❌,Complete,,107520.0,YES
If This Gets Out,,,0,"Cale Dietrich, Sophie Gonzales",Other/Multiple,Yes,$13.00,1,"May 9, 2023 2:49 PM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"May 21, 2023",Ebook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/54738255-if-this-gets-out?from_search=true&from_srp=true&qid=TPjmdg5l1g&rank=1,LIB-275,YES,"July 17, 2024 8:35 PM",,,YES,404.0,NO,,6.9,NO,,Libby,🌶,Complete,"Coworkers/Workplace, Forbidden Love, Friends to Lovers",113104.0,YES
Set On You,9.0,52.0,592,Amy Lea,Female,Yes,$17.00,1,"May 24, 2023 7:34 PM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"May 24, 2023",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/58784485-set-on-you?ref=nav_sb_ss_1_10,LIB-276,NO,"October 16, 2025 10:43 AM",Carolyn Kang,Carolyn Kang (https://www.notion.so/Carolyn-Kang-28e8d7a063c980fe81d8c5234c6d0f38?pvs=21),YES,384.0,NO,"Books on Tape, Penguin Audio",6.5,NO,The Influencer,Libby,🌶,Complete,"Enemies/Rivals to Lovers, Grumpy/Sunshine, Opposites Attract",90401.0,NO
Richer Than Sin,5.0,41.0,341,Meghan March,Female,Yes,$17.99,1,"June 1, 2023 1:49 PM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"June 1, 2023",Audiobook,Romance,Romance (https://www.notion.so/Romance-a1f5cb3c60e24916a3adf803af4ad445?pvs=21),https://www.goodreads.com/book/show/39949010-richer-than-sin?from_search=true&from_srp=true&qid=0pkowOcQFi&rank=1,LIB-277,NO,"October 16, 2025 1:40 PM","Erin Mallon, Joe Arden",Erin Mallon (https://www.notion.so/Erin-Mallon-28e8d7a063c980fb9a91da562b3fbada?pvs=21),NO,250.0,NO,"Blackstone Publishing, Meghan March",6.8,NO,,Libby,🌶🌶🌶,Complete,"Forbidden Love, Second Chance",58259.0,NO
The Daydreams,,,0,Laura Hankin,Female,Yes,$18.00,1,"June 4, 2023 4:44 PM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"June 4, 2023",Ebook,Lit Fiction,Fiction (https://www.notion.so/Fiction-0a764563bc2f4fc3a2f85e84430360a9?pvs=21),https://www.goodreads.com/en/book/show/61913611,LIB-278,NO,"July 17, 2024 8:38 PM",,,NO,368.0,NO,,7.5,NO,,Libby,🌶,Complete,,97404.0,NO
Killers of the Flower Moon,9.0,4.0,544,David Grann,Male,Yes,$17.00,1,"June 5, 2023 9:08 AM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"June 6, 2023",Audiobook,Nonfiction,Nonfiction (https://www.notion.so/Nonfiction-d875d3d5f297417d846bc24ce701899d?pvs=21),https://www.goodreads.com/book/show/29496076-killers-of-the-flower-moon,LIB-280,NO,"October 16, 2025 10:50 AM","Ann Marie Lee, Danny Campbell, Will Patton","Cassandra Campbell (https://www.notion.so/Cassandra-Campbell-28e8d7a063c980ce89e8c915112948ea?pvs=21), Ann Marie Lee (https://www.notion.so/Ann-Marie-Lee-28e8d7a063c980f28aaceaf4f14b22c2?pvs=21), Will Patton (https://www.notion.so/Will-Patton-28e8d7a063c980e99bd0e23b125244dd?pvs=21)",NO,359.0,NO,Random House Audio,8.7,NO,,Libby,❌,Complete,,91751.0,NO
Remarkably Bright Creatures,11.0,17.0,677,Shelby Van Pelt,Female,Yes,$21.95,1,"June 5, 2023 9:10 AM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"June 6, 2023",Audiobook,Lit Fiction,Fiction (https://www.notion.so/Fiction-0a764563bc2f4fc3a2f85e84430360a9?pvs=21),https://www.goodreads.com/book/show/58733693-remarkably-bright-creatures?ac=1&from_search=true&qid=z0qES4mSRR&rank=1,LIB-281,NO,"October 16, 2025 1:53 PM","Marin Ireland, Michael Urie","Marin Ireland (https://www.notion.so/Marin-Ireland-28e8d7a063c980e1a847c3faf322ce38?pvs=21), Michael Urie (https://www.notion.so/Michael-Urie-28e8d7a063c980a2822df4aab29322f2?pvs=21)",NO,368.0,NO,HarperAudio,9.5,NO,,Libby,❌,Complete,,99798.0,NO
The Summer I Turned Pretty (#1),6.0,,360,Jenny Han,Female,Yes,$11.99,1,"June 7, 2023 11:05 PM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"June 7, 2023",Audiobook,"Contemporary Romance, Lit Fiction","Fiction (https://www.notion.so/Fiction-0a764563bc2f4fc3a2f85e84430360a9?pvs=21), Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21)",https://www.goodreads.com/book/show/5821978-the-summer-i-turned-pretty,LIB-282,NO,"October 16, 2025 1:51 PM",Lola Tung,Lola Tung (https://www.notion.so/Lola-Tung-28e8d7a063c98059b2a7d138ba56d364?pvs=21),YES,276.0,NO,Recorded Books Inc.,8.4,NO,The Summer I Turned Pretty,Libby,❌,Complete,Friends to Lovers,60088.0,YES
It’s Not Summer Without You (#2),6.0,7.0,367,Jenny Han,Female,Yes,$11.99,1,"June 10, 2023 10:00 PM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"June 10, 2023",Audiobook,"Contemporary Romance, Lit Fiction","Fiction (https://www.notion.so/Fiction-0a764563bc2f4fc3a2f85e84430360a9?pvs=21), Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21)",https://www.goodreads.com/book/show/6584188-it-s-not-summer-without-you?from_search=true&from_srp=true&qid=HvR9mnujia&rank=1,LIB-283,NO,"October 16, 2025 1:51 PM","Gavin Casalegno, Lola Tung","Lola Tung (https://www.notion.so/Lola-Tung-28e8d7a063c98059b2a7d138ba56d364?pvs=21), Gavin Casalegno (https://www.notion.so/Gavin-Casalegno-28e8d7a063c9808eb5c6e50af9ae72e7?pvs=21)",YES,275.0,NO,Recorded Books Inc.,5.6,NO,The Summer I Turned Pretty,Libby,❌,Complete,Love Triangle,59339.0,YES
For Twice in my Life,9.0,21.0,561,Annette Christie,Female,Yes,$16.99,1,"June 12, 2023 9:42 PM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"June 12, 2023",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/61237042,LIB-284,NO,"October 16, 2025 1:54 PM",Melissa Moran,Melissa Moran (https://www.notion.so/Melissa-Moran-28e8d7a063c980fc848ceb5e05d20272?pvs=21),NO,320.0,NO,"Hachette Audio, Little Brown & Company",6.7,NO,,Libby,❌,Complete,"Grumpy/Sunshine, Love Triangle, Misunderstanding",89517.0,NO
A Touch Of Ruin (#2),12.0,32.0,752,Scarlett St. Clair,Female,Yes,$16.99,1,"June 12, 2023 9:46 PM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"June 23, 2023",Audiobook,Romantasy,Romantasy (https://www.notion.so/Romantasy-2318d7a063c980508251ea15ed24302f?pvs=21),https://www.goodreads.com/book/show/53143734,LIB-285,NO,"October 16, 2025 1:54 PM",Meg Sylvan,Meg Sylvan (https://www.notion.so/Meg-Sylvan-28e8d7a063c980b0bf58e76eb2868ee7?pvs=21),NO,417.0,NO,"Tantor Audio, Tantor Media Inc",6.5,NO,Hades X Persephone (Touch Of),Libby,🌶🌶🌶,Complete,,101430.0,NO
Biography of X,14.0,6.0,846,Catherine Lacey,Female,Yes,$19.00,1,"June 15, 2023 9:00 PM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"June 25, 2023",Audiobook,Lit Fiction,Fiction (https://www.notion.so/Fiction-0a764563bc2f4fc3a2f85e84430360a9?pvs=21),https://www.goodreads.com/en/book/show/60784729,LIB-286,YES,"October 16, 2025 10:43 AM",Cassandra Campbell,Cassandra Campbell (https://www.notion.so/Cassandra-Campbell-28e8d7a063c980ce89e8c915112948ea?pvs=21),NO,416.0,NO,Recorded Books Inc.,8.4,NO,,Libby,❌,Complete,,124130.0,NO
Once More With Feeling,,,0,Elissa Sussman,Female,Yes,$17.00,1,"June 15, 2023 9:00 PM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"June 16, 2023",Ebook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/61420112-once-more-with-feeling?from_search=true&from_srp=true&qid=rD4vBJEDTX&rank=1,LIB-287,NO,"July 17, 2024 8:35 PM",,,NO,416.0,NO,,7.3,NO,,Libby,🌶,Complete,"Author/Writer, Coworkers/Workplace, Second Chance",76904.0,NO
It Ends With Us,11.0,10.0,670,Colleen Hoover,Female,Yes,$16.99,1,"June 15, 2023 9:01 PM",Completed 2023 (https://www.notion.so/Completed-2023-b35f5008f68348b897443b23f5fa99bb?pvs=21),NO,"June 15, 2023",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/27362503-it-ends-with-us?ref=nav_sb_ss_1_7,LIB-288,NO,"October 16, 2025 1:56 PM",Olivia Song,Olivia Song (https://www.notion.so/Olivia-Song-28e8d7a063c9806ea91be31caeb3da61?pvs=21),NO,386.0,NO,Simon & Schuster Audio,5.3,NO,,Libby,🌶🌶,Complete,"Forbidden Love, Love Triangle",105566.0,NO
